City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,betio village,1.358,172.9211,300.7,74,18,3.59,KI,1726683654
303,miramichi,47.0043,-65.4654,303.17,38,22,2.27,CA,1726683655
304,kapa'a,22.0752,-159.319,300.33,81,100,6.69,US,1726683656
305,tete,-16.1564,33.5867,305.2,25,0,2.06,MZ,1726683658
306,nago,26.5881,127.9761,300.81,90,100,6.86,JP,1726683659
307,jorpeland,59.0225,6.0408,289.05,82,41,0.97,NO,1726683661
308,beau vallon,-20.4189,57.6953,295.28,83,75,1.54,MU,1726683662
309,kumeny,58.1089,49.9161,287.37,64,4,3.17,RU,1726683663
310,thisted,56.9552,8.6949,287.83,82,32,3.49,DK,1726683664
311,hotan,37.0997,79.9269,296.82,27,0,2.0,CN,1726683665
312,nikolayevsk-on-amure,53.1406,140.73,277.18,97,100,2.17,RU,1726683666
313,yerofey pavlovich,53.9667,121.9667,273.06,80,5,1.4,RU,1726683667
314,hailar,49.2,119.7,279.38,89,100,9.27,CN,1726683668
315,port alfred,-33.5906,26.891,289.36,81,47,0.45,ZA,1726683669
316,humberto de campos,-2.5983,-43.4611,306.12,43,2,6.28,BR,1726683670
317,pachino,36.7186,15.0907,296.51,71,75,3.45,IT,1726683671
318,al hudaydah,14.7978,42.9545,305.34,62,13,4.17,YE,1726683672
319,levuka,50.1834,-105.4011,293.0,88,75,6.69,CA,1726683673
320,rabaul,-4.1967,152.1721,299.76,80,26,4.0,PG,1726683675
321,nagqu,31.5,92.0,277.18,90,85,1.6,CN,1726683676
322,taroa,8.7058,171.2275,301.27,77,15,3.59,MH,1726683677
323,mothihari,26.65,84.9167,301.71,66,1,1.46,IN,1726683678
324,banda aceh,5.5577,95.3222,299.67,76,100,7.86,ID,1726683679
325,beloyarskiy,63.7119,66.6722,284.77,86,99,2.42,RU,1726683680
326,kingston,17.997,-76.7936,308.8,52,20,9.26,JM,1726683463
327,bozhou,33.8772,115.7703,297.74,94,100,4.12,CN,1726683682
328,east london,-33.0153,27.9116,289.67,77,0,3.6,ZA,1726683683
329,juhaynah,26.6732,31.4976,303.89,23,0,8.21,EG,1726683684
330,grootfontein,-19.5667,18.1167,296.91,14,95,0.51,NA,1726683685
331,geraldton,-28.7667,114.6,283.38,87,0,3.09,AU,1726683468
332,santa cruz,-17.8,-63.1667,306.85,40,1,8.23,BO,1726683530
333,zeya,53.75,127.2667,274.81,75,4,1.74,RU,1726683689
334,pursat,12.3333,103.6667,295.06,96,100,1.46,KH,1726683690
335,abepura,-2.6333,140.5833,297.6,94,20,0.51,ID,1726683691
336,cabo san lucas,22.8909,-109.9124,301.32,65,20,6.17,MX,1726683394
337,las lomitas,-24.7096,-60.593,310.3,23,19,4.34,AR,1726683694
338,avarua,-21.2078,-159.775,297.18,94,20,2.57,CK,1726683696
339,qaqortoq,60.7167,-46.0333,279.98,53,70,1.54,GL,1726683697
340,owando,-0.4819,15.8999,296.7,94,96,1.47,CG,1726683698
341,podgornoye,51.735,39.1496,283.27,57,20,0.0,RU,1726683700
342,gonabad,34.3529,58.6837,294.99,31,4,9.12,IR,1726683701
343,panjakent,39.4952,67.6093,292.29,28,93,1.28,TJ,1726683702
344,chibougamau,49.9168,-74.3659,298.94,47,40,6.69,CA,1726683703
345,petropavlovsk-kamchatsky,53.0452,158.6483,280.48,100,75,2.0,RU,1726683704
346,al kharijah,25.4514,30.5464,302.14,23,3,3.7,EG,1726683705
347,say,13.1007,2.3689,300.96,75,74,6.14,NE,1726683706
348,nuuk,64.1835,-51.7216,276.49,93,75,2.06,GL,1726683578
349,princeville,45.7668,-61.2985,300.72,67,0,3.6,CA,1726683708
350,sabang,5.8933,95.3214,300.84,79,100,12.66,ID,1726683709
351,rurrenabaque,-14.4413,-67.5278,308.98,46,3,4.12,BO,1726683710
352,labrador city,52.9463,-66.9114,288.81,53,40,3.6,CA,1726683713
353,kyren,51.6828,102.1408,271.59,90,16,0.99,RU,1726683714
354,phan rang-thap cham,11.5667,108.9833,297.96,87,100,0.74,VN,1726683715
355,fale old settlement,-9.3852,-171.2468,300.82,70,5,3.33,TK,1726683716
356,arawa,-6.2132,155.5367,297.75,91,23,0.9,PG,1726683717
357,mariehamn,60.0973,19.9348,285.07,94,0,0.0,AX,1726683718
358,pontes e lacerda,-15.2261,-59.3353,315.07,14,4,2.48,BR,1726683719
359,prado,-17.3411,-39.2208,298.19,70,15,3.18,BR,1726683720
360,la asuncion,11.0333,-63.8628,303.84,64,100,2.54,VE,1726683721
361,kwang binh,17.4833,106.6,297.88,90,100,5.32,VN,1726683722
362,sodo,6.8642,37.7628,288.32,84,88,1.44,ET,1726683724
363,vangviang,18.9333,102.45,293.98,98,95,0.91,LA,1726683725
364,altagracia de orituco,9.8601,-66.3814,304.93,53,60,2.56,VE,1726683726
365,kenai,60.5544,-151.2583,281.56,100,100,2.06,US,1726683727
366,crane,31.3974,-102.3501,305.76,39,38,7.35,US,1726683728
367,st. john's,47.5649,-52.7093,295.68,83,75,6.17,CA,1726683620
368,soio,-6.1349,12.3689,296.29,82,44,3.47,AO,1726683730
369,port saint john's,-31.6229,29.5448,292.54,83,83,0.85,ZA,1726683731
370,ciudad bolivar,8.1222,-63.5497,309.35,42,14,1.05,VE,1726683733
371,billiri,9.8647,11.2253,297.95,82,89,2.8,NG,1726683735
372,pontianak,-0.0333,109.3333,298.14,94,40,1.03,ID,1726683736
373,northallerton,54.339,-1.4324,288.09,75,0,4.12,GB,1726683737
374,lata,40.1629,-8.3327,297.62,42,1,3.02,PT,1726683738
375,adrar,20.5022,-10.0711,300.55,60,100,2.79,MR,1726683739
376,dawson creek,55.7666,-120.2362,286.95,58,0,5.14,CA,1726683740
377,al ghayzah,16.2079,52.176,298.12,81,88,2.14,YE,1726683741
378,yebaishou,41.3975,119.6408,291.55,89,91,1.24,CN,1726683742
379,sitka,57.0531,-135.33,285.09,94,100,4.63,US,1726683608
380,sao joao da barra,-21.6403,-41.0511,297.2,60,0,6.31,BR,1726683744
381,weno,7.4515,151.8468,301.12,78,100,3.09,FM,1726683745
382,tarawa,1.419,172.984,300.66,75,16,3.51,KI,1726683746
383,mwinilunga,-11.7358,24.4293,296.77,20,3,2.44,ZM,1726683748
384,tevriz,57.509,72.4042,282.2,79,72,2.41,RU,1726683749
385,siwa oasis,29.2041,25.5195,306.76,26,0,3.31,EG,1726683750
386,forster,-32.1667,152.5167,285.24,57,0,3.17,AU,1726683751
387,san salvador de jujuy,-24.1946,-65.2971,302.89,22,2,4.53,AR,1726683752
388,ar ruways,24.1103,52.7306,304.58,60,0,2.87,AE,1726683753
389,keflavik,64.0049,-22.5624,280.39,81,75,10.8,IS,1726683754
390,vilyuchinsk,52.9306,158.4028,281.3,96,100,0.53,RU,1726683755
391,neiafu,-18.65,-173.9833,294.53,94,100,2.06,TO,1726683756
392,international falls,48.6011,-93.411,300.39,65,0,2.57,US,1726683757
393,richards bay,-28.783,32.0377,294.46,81,50,1.78,ZA,1726683758
394,wenchang,30.904,118.4887,298.31,93,14,3.57,CN,1726683760
395,alpine,32.835,-116.7664,293.52,65,100,1.79,US,1726683761
396,cockburn town,21.4612,-71.1419,306.13,70,40,5.14,TC,1726683762
397,arafat,39.0344,44.6198,287.32,57,72,1.65,IR,1726683763
398,road town,18.4167,-64.6167,304.17,74,40,2.57,VG,1726683764
399,russkaya polyana,49.417,31.9201,290.35,50,95,4.59,UA,1726683765
400,uniao,-4.5858,-42.8642,313.28,18,1,1.99,BR,1726683766
401,sandnessjoen,66.0217,12.6316,287.27,94,75,10.29,NO,1726683767
402,surab,28.4914,66.2585,296.66,27,0,1.02,PK,1726683768
403,balabac,7.9868,117.0645,300.55,82,100,8.95,PH,1726683769
404,sturgeon bay,44.8342,-87.377,300.35,34,0,5.14,US,1726683770
405,abra pampa,-22.7205,-65.697,292.7,4,0,5.38,AR,1726683771
406,tomatlan,19.9333,-105.25,304.34,67,93,2.43,MX,1726683773
407,bandrele,-12.9067,45.1914,298.01,78,75,1.54,YT,1726683774
408,new glasgow,45.5834,-62.6486,294.03,57,9,2.5,CA,1726683775
409,yuzhno-kurilsk,44.0306,145.8556,288.96,74,2,1.65,RU,1726683776
410,beni saf,35.301,-1.3823,297.49,63,0,3.84,DZ,1726683777
411,akureyri,65.6835,-18.0878,279.11,87,100,11.32,IS,1726683778
412,laojunmiao,39.8333,97.7333,291.82,66,100,3.56,CN,1726683779
413,greenfield,42.9614,-88.0126,301.58,51,40,4.12,US,1726683780
414,balakovo,52.0278,47.8007,286.2,41,13,2.76,RU,1726683781
415,itoman,26.1247,127.6694,301.58,98,75,8.23,JP,1726683782
416,tallahassee,30.4383,-84.2807,303.87,75,10,0.89,US,1726683783
417,alofi,-19.0595,-169.9187,295.09,83,75,2.06,NU,1726683785
418,xibing,26.9814,119.7247,298.57,86,100,1.48,CN,1726683786
419,cedeira,43.6797,-8.0209,290.91,89,4,11.01,ES,1726683787
420,quellon,-43.1167,-73.6167,284.17,77,100,1.74,CL,1726683788
421,kitimat,54.0524,-128.6534,286.43,39,79,3.13,CA,1726683789
422,cordoba,-31.4135,-64.1811,306.72,28,0,10.29,AR,1726683642
423,lautoka,-17.6167,177.4667,294.07,73,40,3.09,FJ,1726683791
424,nizhneangarsk,55.7833,109.55,276.23,78,90,2.35,RU,1726683792
425,midvagur,62.0511,-7.1939,284.61,100,100,6.17,FO,1726683794
426,karratha,-20.7377,116.8463,297.63,69,1,2.29,AU,1726683796
427,nizhniy odes,63.6445,54.856,285.76,97,99,2.18,RU,1726683797
428,argo,37.6333,22.7333,294.72,76,74,1.06,GR,1726683798
429,uray,60.1247,64.7758,285.45,80,67,1.96,RU,1726683799
430,yeraliyev,43.2,51.65,292.41,25,80,4.62,KZ,1726683800
431,laguna,38.421,-121.4238,293.51,71,40,4.12,US,1726683801
432,agapovka,53.2973,59.1348,279.23,57,0,0.6,RU,1726683802
433,parintins,-2.6283,-56.7358,314.8,16,15,2.14,BR,1726683803
434,lodeynoye pole,60.726,33.5531,286.21,82,87,2.77,RU,1726683804
435,amarillo,35.222,-101.8313,305.57,31,0,7.2,US,1726683805
436,launceston,-41.45,147.1667,274.95,93,29,3.6,AU,1726682963
437,obo,5.3998,26.4869,295.05,92,54,1.24,CF,1726683808
438,aripuana,-9.1667,-60.6333,316.39,11,0,1.61,BR,1726683809
439,orapa,-21.2833,25.3667,300.03,15,8,2.25,BW,1726683810
440,shache,38.4167,77.2406,296.72,25,50,1.61,CN,1726683811
441,ghadamis,30.1337,9.5007,307.24,24,93,1.75,LY,1726683812
442,yuci,37.6803,112.7319,295.01,68,20,5.0,CN,1726683813
443,mar del plata,-38.0023,-57.5575,294.16,76,0,4.12,AR,1726683814
444,gay,51.4666,58.4552,282.72,47,0,3.76,RU,1726683815
445,chingirlau,51.095,54.0814,285.11,41,0,3.96,KZ,1726683816
446,shakiso,5.75,38.9167,291.71,66,98,1.24,ET,1726683817
447,nur-sultan,51.1801,71.446,276.12,81,0,5.0,KZ,1726683661
448,yung shue wan,22.2333,114.1167,303.01,77,97,1.34,HK,1726683819
449,roma,43.2128,-75.4557,297.97,58,0,1.79,US,1726683821
450,shenjiamen,29.9576,122.298,300.28,91,38,8.65,CN,1726683822
451,aktau,43.65,51.2,287.47,31,23,6.81,KZ,1726683823
452,shalqar,47.8333,59.6,289.28,28,25,8.23,KZ,1726683824
453,khuzdar,27.7384,66.6434,300.93,39,7,1.78,PK,1726683825
454,santa marta,11.2408,-74.199,306.18,70,20,2.57,CO,1726683826
455,merizo village,13.2658,144.6691,299.81,94,100,2.51,GU,1726683827
456,san antonio de pale,-1.4014,5.6325,297.98,83,99,4.89,GQ,1726683828
457,noumea,-22.2763,166.4572,290.38,67,28,3.54,NC,1726683829
458,cocal,-28.6167,-49.35,298.33,39,59,3.96,BR,1726683830
459,lagos,6.5833,3.75,297.41,92,100,2.37,NG,1726683344
460,sao martinho,39.5144,-9.1311,293.96,80,1,1.79,PT,1726683833
461,seydi,39.4816,62.9137,293.07,32,88,3.56,TM,1726683834
462,abagur,53.7308,87.2526,279.61,73,58,1.1,RU,1726683835
463,sassandra,4.95,-6.0833,297.22,93,80,3.78,CI,1726683836
464,korenevo,55.6719,38.0078,287.36,100,1,0.0,RU,1726683837
465,houghton,47.1219,-88.569,301.5,48,0,3.6,US,1726683838
466,at taj,24.2049,23.2857,304.95,13,3,4.96,LY,1726683839
467,vega de alatorre,20.0333,-96.6333,303.05,72,48,3.22,MX,1726683840
468,surskoye,54.4821,46.7214,286.68,54,27,1.5,RU,1726683841
469,suoyarvi,62.0833,32.35,286.52,73,100,3.32,RU,1726683842
470,san rafael,-34.6177,-68.3301,299.0,18,93,5.69,AR,1726683843
471,ulanhot,46.0833,122.0833,286.38,65,15,0.95,CN,1726683844
472,chyorny yar,48.0624,46.1091,287.85,22,3,4.4,RU,1726683846
473,mary,37.0,62.5,292.59,44,15,4.33,TM,1726683847
474,chernyshevskiy,63.0128,112.4714,270.26,87,83,2.1,RU,1726683848
475,ambatofinandrahana,-20.55,46.8,291.49,55,4,1.66,MG,1726683849
476,t'ongch'on-up,38.9539,127.8917,295.91,92,97,1.74,KP,1726683850
477,vila velha,-20.3297,-40.2925,298.12,71,20,5.66,BR,1726683851
478,inarajan village,13.2736,144.7484,300.04,94,100,2.66,GU,1726683852
479,okhotsk,59.3833,143.3,279.0,75,94,1.96,RU,1726683853
480,tarfaya,27.9358,-12.9218,294.93,74,32,5.18,MA,1726683854
481,mengcheng chengguanzhen,33.2661,116.566,296.97,96,33,3.79,CN,1726683855
482,villa gesell,-37.2639,-56.973,291.61,65,17,6.41,AR,1726683856
483,esmeraldas,-19.7625,-44.3139,304.72,27,12,1.29,BR,1726683858
484,yeppoon,-23.1333,150.7333,291.73,77,29,2.74,AU,1726683859
485,papao,-17.75,-149.55,299.97,79,55,4.11,PF,1726683860
486,morris,40.8334,-74.5329,295.46,70,75,3.6,US,1726683861
487,tekeli,44.83,78.8239,285.4,34,5,3.94,KZ,1726683862
488,laon,49.5667,3.6667,292.77,55,1,5.01,FR,1726683863
489,noshiro,40.2039,140.0242,292.6,75,69,0.48,JP,1726683864
490,dedougou,12.4667,-3.4667,297.86,88,100,1.55,BF,1726683865
491,zheleznodorozhnyy,55.7503,38.0042,292.64,42,2,0.89,RU,1726683724
492,bridlington,54.0831,-0.1919,287.12,87,3,1.34,GB,1726683867
493,xinzhou,38.4092,112.7333,294.31,83,70,1.09,CN,1726683870
494,luanda,-8.8368,13.2343,296.15,83,0,3.09,AO,1726683871
495,paonta sahib,30.45,77.6167,297.57,62,100,2.45,IN,1726683873
496,la gi,10.6667,107.7833,298.02,94,100,4.92,VN,1726683874
497,kalabo,-14.97,22.6814,299.63,12,0,0.99,ZM,1726683876
498,dunedin,-45.8742,170.5036,283.04,72,100,1.34,NZ,1726683877
499,coahuayana de hidalgo,18.7,-103.6583,305.0,63,77,2.23,MX,1726683879
500,homer,59.6425,-151.5483,282.47,93,100,2.06,US,1726683880
501,mugia,43.1041,-9.2179,291.99,76,5,6.47,ES,1726683881
502,morondava,-20.2833,44.2833,297.98,84,1,5.36,MG,1726683882
503,fort bragg,35.139,-79.006,303.05,60,75,1.79,US,1726683883
504,west allis,43.0167,-88.007,301.74,51,0,4.12,US,1726683884
505,marcala,14.15,-88.0333,300.86,52,68,1.7,HN,1726683885
506,santana,-0.0583,-51.1817,306.25,58,20,6.69,BR,1726683886
507,sodra sandby,56.5667,16.6167,287.07,92,19,3.22,SE,1726683887
508,hobyo,5.3505,48.5268,298.87,84,93,11.86,SO,1726683888
509,pesqueira,-8.3578,-36.6964,301.03,37,6,8.85,BR,1726683889
510,channarayapatna,12.9044,76.3917,293.25,87,38,3.66,IN,1726683890
511,lashkar gah,31.5938,64.3716,300.97,15,0,2.53,AF,1726683892
512,arteche,12.2645,125.4048,298.64,91,100,2.27,PH,1726683893
513,san luis,-33.295,-66.3356,302.72,13,100,8.23,AR,1726683894
514,gouyave,12.1646,-61.7296,303.58,79,40,5.66,GD,1726683896
515,howrah,22.5892,88.3103,303.15,79,20,0.0,IN,1726683897
516,sinabang,2.4803,96.3801,297.82,88,70,1.21,ID,1726683898
517,naze,28.3667,129.4833,299.66,90,100,11.71,JP,1726683899
518,port-gentil,-0.7193,8.7815,299.13,78,75,4.63,GA,1726683901
519,kanniyakumari,8.0833,77.5667,299.62,82,9,9.27,IN,1726683902
520,pervomayskiy,53.2485,40.2871,288.9,37,60,1.75,RU,1726683903
521,alghero,40.5589,8.3181,292.2,72,20,1.54,IT,1726683904
522,grand falls-windsor,48.9332,-55.6649,296.21,65,45,1.79,CA,1726683906
523,sao jose da coroa grande,-8.8978,-35.1478,299.56,66,42,5.35,BR,1726683907
524,dudhi,24.2167,83.25,298.06,88,3,2.44,IN,1726683908
525,mokopane,-24.1944,29.0097,297.66,24,94,1.71,ZA,1726683910
526,nicoya,10.1483,-85.452,303.27,75,53,0.46,CR,1726683911
527,bamboo flat,11.7,92.7167,299.2,89,75,1.03,IN,1726683912
528,xai-xai,-25.0519,33.6442,297.6,67,7,2.8,MZ,1726683913
529,kamaishi,39.2667,141.8833,292.93,86,47,2.36,JP,1726683914
530,mirny,62.5353,113.9611,270.9,90,74,2.36,RU,1726683915
531,sao joao dos inhamuns,-6.0,-40.2833,308.31,23,0,4.97,BR,1726683916
532,socorro,31.6546,-106.3033,303.74,25,0,3.09,US,1726683917
533,ko lanta,7.5336,99.0865,300.11,82,100,11.13,TH,1726683918
534,anqiu,36.4342,119.1925,297.95,95,100,0.84,CN,1726683919
535,rockdale,33.6501,-84.0166,299.38,68,100,0.0,US,1726683920
536,carauari,-4.8828,-66.8958,307.38,34,97,0.82,BR,1726683921
537,cascais,38.6979,-9.4215,294.79,80,0,4.12,PT,1726683923
538,tobelo,1.7284,128.0095,300.79,81,100,1.21,ID,1726683925
539,broken hill,-31.95,141.4333,284.98,16,0,5.21,AU,1726683926
540,senanga,-16.1167,23.2667,299.53,11,0,0.28,ZM,1726683927
541,prainha,-1.8,-53.48,310.11,31,0,2.98,BR,1726683928
542,armacao de buzios,-22.7469,-41.8817,297.18,64,11,6.94,BR,1726683929
543,rabo de peixe,37.8,-25.5833,295.88,60,20,6.69,PT,1726683930
544,hirara,24.8,125.2833,300.3,94,75,2.06,JP,1726683931
545,ales,44.1333,4.0833,290.45,60,73,1.59,FR,1726683932
546,paka,4.6374,103.4368,297.11,94,100,0.0,MY,1726683934
547,soroti,1.7146,33.6111,294.2,76,37,2.18,UG,1726683936
548,saldanha,-33.0117,17.9442,285.18,78,35,10.64,ZA,1726683937
549,oriximina,-1.7656,-55.8661,311.55,26,5,3.52,BR,1726683938
550,santa marta de ortigueira,43.6833,-7.85,291.62,89,2,0.89,ES,1726683939
551,el porvenir,13.7617,-87.3458,305.35,54,57,2.27,HN,1726683940
552,almeria,37.1667,-2.3333,291.51,64,40,4.29,ES,1726683941
553,fatezh,52.0891,35.8632,287.29,34,64,3.3,RU,1726683942
554,bonthe,7.5264,-12.505,299.79,80,55,3.59,SL,1726683943
555,termas de rio hondo,-27.4998,-64.8604,305.45,25,0,5.69,AR,1726683945
556,katsuren-haebaru,26.3369,127.8719,301.58,95,75,4.63,JP,1726683946
557,kavieng,-2.5744,150.7967,301.56,77,38,6.65,PG,1726683947
558,kavaratti,10.5669,72.642,301.7,70,20,6.88,IN,1726683948
559,sikasso,10.9167,-7.0,298.46,90,98,1.97,ML,1726683949
560,timaru,-44.4,171.25,279.59,75,100,2.9,NZ,1726683717
561,taungdwingyi,20.0167,95.55,298.32,92,98,0.76,MM,1726683951
562,le port,-20.9373,55.2919,294.49,90,50,1.03,RE,1726683952
563,carnarvon,-24.8667,113.6333,294.21,63,0,7.5,AU,1726683953
564,kilindoni,-7.9139,39.6668,297.88,77,1,5.0,TZ,1726683954
565,palmas,-10.2128,-48.3603,312.08,22,0,3.09,BR,1726683815
566,labasa,-16.4167,179.3833,294.86,85,99,3.11,FJ,1726683956
567,dombarovskiy,50.7587,59.5386,284.11,35,0,4.69,RU,1726683957
568,chinsali,-10.5414,32.0816,296.15,22,1,2.48,ZM,1726683959
569,antofagasta,-23.65,-70.4,288.75,70,15,2.71,CL,1726683960
570,madinat ash shamal,26.1293,51.2009,306.0,59,0,5.49,QA,1726683961
571,new norfolk,-42.7826,147.0587,280.33,75,100,3.15,AU,1726683962
572,portland,45.5234,-122.6762,292.38,85,100,2.24,US,1726683963
573,shimoda,34.6667,138.95,301.13,87,56,7.38,JP,1726683964
574,jinchang,38.4953,102.1739,293.43,75,28,0.59,CN,1726683965
575,ugoofaaru,5.6667,73.0,300.57,79,90,5.43,MV,1726683966
576,carbonear,47.7332,-53.2148,296.61,73,60,1.94,CA,1726683967
577,sillamae,59.3997,27.7547,286.33,81,95,3.48,EE,1726683724
578,mto wa mbu,-3.35,35.85,297.78,50,34,2.48,TZ,1726683969
579,hilton head island,32.2163,-80.7526,301.48,74,4,2.24,US,1726683970
580,chayan,43.0297,69.3772,292.8,25,96,2.89,KZ,1726683972
581,fuerte olimpo,-21.0415,-57.8738,314.25,19,2,5.05,PY,1726683973
582,vangaindrano,-23.35,47.6,293.7,92,13,3.11,MG,1726683974
583,kiama,-34.6833,150.8667,290.14,41,0,1.34,AU,1726683975
584,toki,35.35,137.1833,301.1,94,14,1.57,JP,1726683976
585,alaghsas,17.0187,8.0168,304.09,55,0,1.03,NE,1726683977
586,kigorobya,1.6162,31.3089,294.78,84,25,1.99,UG,1726683978
587,alappuzha,9.49,76.3264,299.86,83,7,4.23,IN,1726683979
588,kununurra,-15.7667,128.7333,298.14,53,99,2.57,AU,1726683980
589,victor rosales,22.95,-102.7,297.25,64,75,1.39,MX,1726683981
590,puerto el triunfo,13.2833,-88.55,304.67,64,65,2.37,SV,1726683982
591,prince rupert,54.3161,-130.3201,285.2,94,100,3.6,CA,1726683889
592,orsk,51.2049,58.5668,278.65,60,0,4.0,RU,1726683985
593,hastings,50.8552,0.5729,291.36,42,32,9.41,GB,1726683986
594,tanjungtiram,4.0613,98.3699,297.43,93,99,1.97,ID,1726683988
595,glace bay,46.1969,-59.957,301.56,61,40,3.09,CA,1726683989
596,belmonte,-15.8631,-38.8828,299.83,53,39,3.61,BR,1726683990
597,pokhara,28.2333,83.9833,295.09,68,5,2.23,NP,1726683991
598,yarmouth,41.7057,-70.2286,295.42,86,100,3.58,US,1726683992
599,aykhal,66.0,111.5,269.61,96,93,5.98,RU,1726683993
600,kerman,30.2832,57.0788,301.07,24,40,5.14,IR,1726683994
601,tres arroyos,-38.3739,-60.2798,298.95,34,5,3.56,AR,1726683995
602,darwin,-12.4611,130.8418,300.14,78,100,2.06,AU,1726683997
603,san patricio,28.017,-97.5169,307.12,49,10,4.8,US,1726683998
